latitude,longitude,pollutant_min,pollutant_max,pollutant_avg
29.4723508,77.7194031,85.0,328.0,212.0
29.4723508,77.7194031,70.0,158.0,93.0
29.4723508,77.7194031,66.0,104.0,93.0
28.6245479,77.3577104,131.0,471.0,303.0
28.6245479,77.3577104,17.0,143.0,35.0
28.6245479,77.3577104,6.0,58.0,14.0
28.5898,77.3101,114.0,474.0,296.0
27.571409,77.655757,2.0,13.0,10.0
27.571409,77.655757,15.0,27.0,17.0
29.2124114,78.9611753,38.0,46.0,44.0
30.075911,78.2859547,6.0,13.0,8.0
25.262326,82.995408,18.0,122.0,69.0
25.262326,82.995408,58.0,139.0,106.0
25.262326,82.995408,1.0,4.0,2.0
25.32393,82.99687,46.0,120.0,88.0
23.508764,87.35444,5.0,6.0,6.0
22.06047,88.109737,15.0,33.0,22.0
28.5898,77.3101,9.0,150.0,52.0
28.56923,77.393848,203.0,500.0,372.0
28.56923,77.393848,15.0,38.0,26.0
25.425602,81.917152,68.0,216.0,119.0
25.425602,81.917152,14.0,78.0,26.0
23.697936,86.944395,13.0,58.0,41.0
23.618183,87.105718,1.0,2.0,1.0
23.618183,87.105718,4.0,9.0,6.0
22.611968,88.347422,9.0,14.0,11.0
22.611968,88.347422,24.0,73.0,48.0
22.611968,88.347422,9.0,26.0,15.0
22.5367507,88.3638022,11.0,31.0,19.0
22.58157048,88.41002457,76.0,143.0,118.0
22.55664,88.342674,15.0,20.0,17.0
22.55664,88.342674,6.0,20.0,10.0
22.49929,88.36917,40.0,104.0,70.0
22.49929,88.36917,37.0,106.0,72.0
22.627847,88.380669,51.0,155.0,101.0
22.627847,88.380669,51.0,100.0,58.0
22.51106,88.35142,92.0,122.0,105.0
26.6879226,88.4152495,29.0,104.0,56.0
26.6879226,88.4152495,11.0,84.0,52.0
25.204762,85.51496,39.0,125.0,83.0
25.204762,85.51496,9.0,10.0,10.0
25.56752,83.966379,78.0,167.0,113.0
25.56752,83.966379,9.0,23.0,17.0
25.56752,83.966379,9.0,54.0,34.0
25.7808257,84.7446768,9.0,156.0,44.0
24.7955,84.9994,53.0,249.0,111.0
24.7955,84.9994,36.0,54.0,39.0
24.7955,84.9994,18.0,20.0,20.0
24.792403,84.992416,60.0,223.0,123.0
24.75746,84.366208,74.0,169.0,111.0
25.42742023,86.13886079,110.0,293.0,159.0
25.42742023,86.13886079,133.0,272.0,167.0
26.80365,84.51954,72.0,367.0,188.0
26.80365,84.51954,5.0,33.0,16.0
25.251013,86.989001,13.0,87.0,43.0
25.265194,87.012947,40.0,85.0,66.0
25.265194,87.012947,4.0,8.0,7.0
16.509717,80.612222,47.0,80.0,59.0
16.509717,80.612222,12.0,40.0,27.0
16.554731,80.64911,76.0,231.0,109.0
16.554731,80.64911,91.0,156.0,109.0
16.554731,80.64911,4.0,6.0,6.0
16.554731,80.64911,18.0,26.0,22.0
17.72,83.3,10.0,68.0,30.0
17.72,83.3,7.0,81.0,56.0
24.82827,92.79525,23.0,81.0,46.0
24.82827,92.79525,18.0,29.0,26.0
26.987634,94.636574,38.0,95.0,66.0
26.987634,94.636574,26.0,50.0,36.0
26.987634,94.636574,4.0,90.0,46.0
26.146529,87.454184,28.0,240.0,110.0
26.146529,87.454184,4.0,4.0,4.0
26.146529,87.454184,9.0,10.0,10.0
27.308328,84.531742,9.0,11.0,10.0
26.63086,84.90051,2.0,3.0,2.0
25.376776,86.471523,4.0,5.0,5.0
25.376776,86.471523,3.0,9.0,6.0
26.11442,85.39813,68.0,197.0,104.0
26.11442,85.39813,37.0,78.0,47.0
14.675886,77.593027,4.0,4.0,4.0
14.675886,77.593027,10.0,28.0,16.0
13.20488,79.097889,6.0,35.0,15.0
13.20488,79.097889,2.0,14.0,11.0
14.465052,78.824187,4.0,5.0,4.0
14.465052,78.824187,13.0,17.0,17.0
14.465052,78.824187,20.0,22.0,22.0
24.792403,84.992416,1.0,65.0,30.0
24.762518,84.982348,19.0,23.0,21.0
25.697189,85.2459,3.0,101.0,60.0
25.560083,87.553265,48.0,131.0,98.0
25.560083,87.553265,78.0,102.0,91.0
25.560083,87.553265,26.0,33.0,29.0
26.071318,91.87488,4.0,4.0,4.0
26.10887,91.589544,20.0,50.0,34.0
26.181742,91.78063,34.0,109.0,53.0
26.446912,91.439057,110.0,121.0,115.0
13.67,79.35,10.0,23.0,17.0
13.615387,79.40923,10.0,25.0,13.0
16.5150833,80.5181667,61.0,120.0,104.0
16.5150833,80.5181667,22.0,38.0,29.0
26.1403345,85.3650192,5.0,50.0,20.0
26.1209,85.3647,20.0,70.0,32.0
25.592539,85.227158,4.0,5.0,5.0
25.592539,85.227158,12.0,18.0,14.0
25.610369,85.132568,1.0,40.0,34.0
25.610369,85.132568,28.0,29.0,28.0
25.619651,85.147382,6.0,9.0,7.0
25.619651,85.147382,42.0,86.0,50.0
22.118125,83.140608,20.0,69.0,32.0
22.368195,82.746431,39.0,144.0,70.0
22.368195,82.746431,16.0,40.0,31.0
22.368195,82.746431,10.0,50.0,18.0
22.12665,83.483212,18.0,47.0,33.0
22.1910172,83.5197009,15.0,60.0,30.0
25.859655,85.77944,8.0,9.0,8.0
25.859655,85.77944,4.0,11.0,7.0
24.952822,84.002396,2.0,3.0,3.0
24.952822,84.002396,2.0,5.0,4.0
26.2271665,84.3570427,47.0,173.0,110.0
26.2271665,84.3570427,14.0,16.0,15.0
30.735567,76.775714,9.0,17.0,15.0
28.498571,77.26484,18.0,147.0,81.0
28.5710274,77.0719006,125.0,500.0,387.0
28.5710274,77.0719006,4.0,130.0,32.0
28.5627763,77.1180053,70.0,449.0,318.0
28.5627763,77.1180053,65.0,161.0,112.0
28.628624,77.24106,25.0,257.0,157.0
28.628624,77.24106,4.0,5.0,5.0
22.1910172,83.5197009,5.0,137.0,66.0
21.258815,81.578979,4.0,4.0,4.0
21.258815,81.578979,38.0,89.0,53.0
21.371751,81.664929,34.0,36.0,34.0
22.06631475,83.33820077,27.0,82.0,52.0
25.599486,85.113666,22.0,28.0,24.0
25.596727,85.085624,20.0,23.0,22.0
25.596727,85.085624,8.0,140.0,17.0
25.366336,87.117468,50.0,60.0,58.0
25.0328,85.41948,8.0,10.0,9.0
25.0328,85.41948,6.0,7.0,6.0
21.194815,81.31477,30.0,82.0,49.0
21.194815,81.31477,20.0,54.0,30.0
21.185571,81.343175,25.0,118.0,61.0
22.08815,82.13737,25.0,59.0,33.0
22.08815,82.13737,8.0,26.0,12.0
28.7256504,77.2011573,140.0,414.0,286.0
28.7256504,77.2011573,9.0,131.0,31.0
28.5512005,77.2735737,84.0,470.0,335.0
28.5512005,77.2735737,10.0,142.0,107.0
28.7500499,77.1112615,98.0,485.0,349.0
28.815329,77.15301,17.0,25.0,20.0
28.647622,77.315809,5.0,10.0,7.0
28.822836,77.101981,2.0,81.0,38.0
28.56789,77.250515,124.0,500.0,359.0
28.56789,77.250515,6.0,11.0,8.0
28.56789,77.250515,113.0,194.0,137.0
28.6573814,77.1585447,22.0,125.0,104.0
28.530785,77.271255,111.0,290.0,190.0
28.623763,77.287209,121.0,451.0,287.0
28.674045,77.131023,2.0,500.0,367.0
28.628624,77.24106,22.0,59.0,45.0
28.73282,77.170633,75.0,124.0,93.0
28.73282,77.170633,2.0,26.0,15.0
28.5918245,77.2273074,65.0,406.0,291.0
28.5918245,77.2273074,28.0,103.0,80.0
28.611281,77.237738,3.0,155.0,46.0
28.636429,77.201067,15.0,439.0,321.0
28.636429,77.201067,90.0,422.0,286.0
28.636429,77.201067,14.0,35.0,25.0
28.636429,77.201067,22.0,146.0,60.0
28.684678,77.076574,96.0,500.0,312.0
28.684678,77.076574,36.0,118.0,73.0
28.684678,77.076574,34.0,133.0,70.0
28.60909,77.0325413,22.0,43.0,28.0
28.570173,76.933762,77.0,126.0,99.0
28.822836,77.101981,23.0,80.0,41.0
23.076793,72.627874,1.0,62.0,11.0
21.613267,73.010555,76.0,464.0,225.0
23.163798,72.677768,44.0,90.0,66.0
23.163798,72.677768,126.0,195.0,150.0
23.163798,72.677768,6.0,15.0,8.0
23.243639,72.68994,91.0,149.0,117.0
23.002657,72.591912,24.0,50.0,33.0
23.020509,72.579261,10.0,30.0,14.0
23.016834,72.625775,13.0,160.0,33.0
23.016834,72.625775,2.0,88.0,48.0
23.041137,72.456691,2.0,22.0,6.0
23.023389,72.515201,10.0,82.0,21.0
28.672342,77.31526,11.0,15.0,12.0
28.672342,77.31526,3.0,150.0,38.0
22.977134,72.553024,42.0,173.0,98.0
22.977134,72.553024,1.0,91.0,49.0
23.002657,72.591912,24.0,149.0,79.0
28.674045,77.131023,10.0,28.0,20.0
28.63611,77.173332,43.0,315.0,315.0
28.563262,77.186937,8.0,12.0,10.0
28.732528,77.11992,150.0,500.0,407.0
28.732528,77.11992,5.0,18.0,11.0
28.710508,77.249485,170.0,428.0,340.0
28.710508,77.249485,142.0,355.0,231.0
28.710508,77.249485,31.0,71.0,49.0
30.379589,76.778328,20.0,25.0,22.0
30.379589,76.778328,26.0,44.0,32.0
30.379589,76.778328,12.0,38.0,16.0
29.503664,75.467934,86.0,151.0,120.0
28.422681,77.148944,116.0,500.0,302.0
28.422681,77.148944,43.0,133.0,117.0
28.4227,77.0667,232.0,500.0,439.0
28.4227,77.0667,3.0,16.0,11.0
28.4275,77.1465,82.0,424.0,238.0
28.4275,77.1465,4.0,19.0,12.0
28.4501238,77.0263051,236.0,500.0,434.0
28.2068,76.7997,132.0,460.0,360.0
28.2068,76.7997,11.0,39.0,29.0
28.39072,77.30059,24.0,27.0,25.0
28.39072,77.30059,10.0,13.0,12.0
28.376058,77.315741,4.0,107.0,9.0
28.4417,77.3217,222.0,233.0,225.0
28.4417,77.3217,11.0,12.0,11.0
28.4417,77.3217,6.0,6.0,6.0
29.966942,76.875879,1.0,33.0,4.0
27.9002,76.9938,98.0,315.0,241.0
28.060249,76.113115,87.0,381.0,256.0
28.060249,76.113115,80.0,297.0,166.0
28.060249,76.113115,54.0,87.0,67.0
28.1485564,77.3320667,18.0,72.0,36.0
16.172806,75.659694,7.0,7.0,7.0
15.888653,74.541751,28.0,107.0,46.0
15.888653,74.541751,36.0,123.0,59.0
15.888653,74.541751,19.0,93.0,41.0
12.9352049,77.6814488,4.0,8.0,5.0
12.951913,77.539784,9.0,26.0,19.0
29.14056,75.744941,13.0,119.0,44.0
29.6953,77.0027,5.0,7.0,6.0
29.966942,76.875879,117.0,252.0,172.0
30.1480566,77.2893471,17.0,427.0,246.0
34.06313,74.96017,48.0,76.0,65.0
34.06313,74.96017,2.0,3.0,3.0
34.066206,74.81982,24.0,47.0,35.0
34.066206,74.81982,10.0,21.0,13.0
28.3153,76.9143,1.0,103.0,65.0
30.7057778,76.8531805555555,24.0,26.0,25.0
28.52123,76.37138,39.0,40.0,39.0
29.5364,75.0158,73.0,124.0,94.0
28.3419248,77.319699,3.0,7.0,5.0
28.806223,76.141105,12.0,13.0,13.0
28.593883,76.270653,9.0,21.0,15.0
12.920984,77.584908,55.0,104.0,75.0
12.920984,77.584908,25.0,81.0,53.0
12.7816279,77.6299145,42.0,53.0,48.0
12.7816279,77.6299145,50.0,52.0,52.0
12.917348,77.622813,17.0,96.0,63.0
11.55358,76.55521,14.0,49.0,33.0
13.428828,77.731418,60.0,118.0,95.0
13.428828,77.731418,36.0,48.0,42.0
13.428828,77.731418,5.0,20.0,6.0
13.428828,77.731418,23.0,28.0,24.0
13.328028,75.797056,3.0,3.0,3.0
14.4758,75.9052,5.0,32.0,24.0
14.4758,75.9052,1.0,5.0,3.0
23.142888,79.916147,2.0,2.0,2.0
23.142888,79.916147,34.0,120.0,65.0
23.168606,79.932247,56.0,336.0,220.0
23.168606,79.932247,7.0,18.0,11.0
23.218135,79.95777,64.0,110.0,88.0
23.50016,80.23284,22.0,45.0,33.0
23.50016,80.23284,13.0,150.0,83.0
10.073232,76.302765,1.0,1.0,1.0
11.875,75.3732,7.0,9.0,8.0
11.875,75.3732,17.0,20.0,19.0
8.8787,76.6073,8.0,10.0,9.0
8.8787,76.6073,2.0,3.0,2.0
8.8787,76.6073,14.0,17.0,15.0
8.5637,76.8865,1.0,16.0,9.0
8.5149093,76.9435879,8.0,500.0,50.0
15.459706,75.008381,22.0,22.0,22.0
15.459706,75.008381,6.0,8.0,7.0
15.459706,75.008381,7.0,36.0,22.0
15.3714823,75.1160168,7.0,11.0,10.0
17.336318,76.847397,3.0,4.0,3.0
17.336318,76.847397,34.0,58.0,38.0
12.415911,75.73505,6.0,40.0,21.0
22.431,75.5213,82.0,146.0,108.0
22.431,75.5213,11.0,16.0,13.0
22.431,75.5213,20.0,31.0,24.0
22.431,75.5213,9.0,80.0,43.0
22.7084,75.8815,18.0,26.0,19.0
23.163174,79.973061,48.0,184.0,82.0
23.163174,79.973061,1.0,13.0,11.0
10.5324,76.2159,68.0,80.0,73.0
10.5324,76.2159,29.0,30.0,29.0
23.210494,77.425409,32.0,122.0,72.0
23.210494,77.425409,1.0,47.0,33.0
23.233584,77.400574,43.0,303.0,303.0
22.9682591,76.064118,89.0,210.0,117.0
13.94,75.555917,15.0,19.0,17.0
13.94,75.555917,7.0,36.0,24.0
13.94,75.555917,2.0,68.0,47.0
16.802639,75.722694,42.0,43.0,43.0
16.802639,75.722694,1.0,2.0,1.0
16.7602,77.1428,2.0,3.0,2.0
26.203442,78.193251,84.0,214.0,138.0
26.259242,78.216432,4.0,112.0,28.0
26.200388,78.147714,16.0,48.0,26.0
22.7289,75.8076,78.0,187.0,113.0
22.7289,75.8076,18.0,21.0,19.0
12.921418,77.502466,22.0,48.0,33.0
12.990328,77.5431385,55.0,64.0,57.0
24.10897,82.64558,7.0,11.0,9.0
24.10897,82.64558,1.0,1.0,1.0
23.1633321,75.800225,73.0,170.0,103.0
23.1633321,75.800225,9.0,16.0,13.0
23.1633321,75.800225,32.0,56.0,38.0
19.10122,74.73339,13.0,28.0,21.0
19.10122,74.73339,19.0,115.0,72.0
20.719516,77.000253,13.0,60.0,24.0
20.719516,77.000253,4.0,6.0,5.0
20.719516,77.000253,23.0,69.0,37.0
20.719516,77.000253,15.0,26.0,16.0
20.9402359,77.7895248,8.0,33.0,17.0
20.9402359,77.7895248,16.0,28.0,21.0
20.9402359,77.7895248,17.0,107.0,60.0
22.624758,75.675238,3.0,41.0,18.0
23.838586,78.759431,1.0,4.0,2.0
23.838586,78.759431,15.0,108.0,61.0
23.8640158,78.80289321,36.0,147.0,96.0
23.8640158,78.80289321,87.0,143.0,114.0
23.8640158,78.80289321,8.0,61.0,23.0
23.8640158,78.80289321,6.0,10.0,7.0
23.8640158,78.80289321,62.0,88.0,73.0
24.58434363,80.8549414,19.0,20.0,19.0
24.58434363,80.8549414,20.0,48.0,32.0
18.1023399,73.4783687,30.0,77.0,46.0
20.555712,74.529236,47.0,130.0,81.0
20.555712,74.529236,2.0,52.0,30.0
19.296481,72.840923,2.0,9.0,5.0
19.296481,72.840923,13.0,15.0,14.0
19.065931,72.862131,101.0,429.0,211.0
19.065931,72.862131,45.0,101.0,75.0
19.0364585,72.8954371,30.0,68.0,50.0
19.10078,72.87462,7.0,8.0,7.0
19.04946,72.923,8.0,14.0,12.0
19.083694,72.920967,103.0,141.0,119.0
19.2058,72.8682,3.0,3.0,3.0
19.2058,72.8682,23.0,26.0,25.0
16.7143745,74.2426398,34.0,119.0,70.0
16.7143745,74.2426398,4.0,12.0,7.0
16.7143745,74.2426398,1.0,6.0,4.0
18.39963,76.57452,18.0,83.0,37.0
18.39963,76.57452,22.0,49.0,36.0
18.1023399,73.4783687,19.0,46.0,25.0
19.23241,72.86895,54.0,118.0,74.0
19.2243333,72.8658113,14.0,18.0,16.0
18.9767,72.838,16.0,105.0,69.0
19.0364585,72.8954371,32.0,87.0,64.0
19.0364585,72.8954371,34.0,90.0,64.0
19.0243902,73.0406721,11.0,34.0,21.0
19.309073,73.057223,3.0,7.0,5.0
19.786089,72.757971,55.0,111.0,81.0
19.786089,72.757971,97.0,125.0,114.0
20.939198,77.765701,2.0,17.0,5.0
19.87562,75.38731,93.0,151.0,123.0
19.16485,73.23409,54.0,189.0,101.0
19.9775302,79.2337086,36.0,41.0,39.0
19.854616,75.905894,7.0,26.0,12.0
19.854616,75.905894,14.0,64.0,39.0
20.021503,73.813844,73.0,105.0,87.0
20.021503,73.813844,10.0,35.0,17.0
20.021503,73.813844,1.0,2.0,1.0
19.95022,73.73148,78.0,132.0,96.0
19.95022,73.73148,10.0,64.0,59.0
19.9591346,73.7788008,78.0,135.0,105.0
19.9591346,73.7788008,3.0,7.0,5.0
19.9591346,73.7788008,2.0,38.0,10.0
19.9591346,73.7788008,13.0,67.0,42.0
19.090337,73.014232,62.0,142.0,96.0
19.2058,72.8682,10.0,18.0,18.0
19.215859,72.831718,96.0,114.0,104.0
19.215859,72.831718,2.0,13.0,6.0
19.215859,72.831718,28.0,107.0,61.0
19.0632143,72.8456324,85.0,187.0,120.0
19.0632143,72.8456324,1.0,73.0,40.0
19.0632143,72.8456324,10.0,18.0,14.0
19.1653323,72.922099,18.0,48.0,30.0
19.063,73.1209,3.0,4.0,4.0
19.265594,76.761463,58.0,132.0,83.0
19.265594,76.761463,10.0,14.0,11.0
19.265594,76.761463,8.0,13.0,11.0
18.614767,73.799516,18.0,120.0,77.0
18.501793,73.927532,22.0,67.0,49.0
18.45445,73.854155,45.0,67.0,53.0
18.45445,73.854155,77.0,120.0,101.0
18.45445,73.854155,17.0,102.0,62.0
18.57304,73.927715,1.0,119.0,58.0
21.121801,79.04952,13.0,105.0,39.0
21.14472,79.107595,86.0,366.0,164.0
21.14472,79.107595,77.0,391.0,167.0
21.14472,79.107595,15.0,120.0,61.0
21.152875,79.0517531,1.0,64.0,20.0
21.143383,79.048912,4.0,54.0,33.0
19.090337,73.014232,21.0,39.0,26.0
19.090337,73.014232,13.0,48.0,34.0
19.0575752,73.0151367,64.0,157.0,117.0
19.02579,73.10297,2.0,117.0,24.0
19.000084,72.85673,66.0,145.0,118.0
19.060498,72.923356,19.0,71.0,49.0
19.060498,72.923356,62.0,143.0,121.0
19.000083,72.813993,2.0,79.0,56.0
19.1878657,72.8304069,96.0,123.0,105.0
18.897756,72.81332,16.0,54.0,26.0
18.536457,73.805454,9.0,34.0,17.0
18.536457,73.805454,12.0,51.0,31.0
30.649961,76.331442,5.0,25.0,12.0
30.649961,76.331442,14.0,90.0,42.0
30.349388,76.366642,71.0,149.0,94.0
30.349388,76.366642,89.0,173.0,127.0
30.349388,76.366642,14.0,75.0,36.0
26.470859,74.646594,96.0,257.0,145.0
26.470859,74.646594,4.0,39.0,16.0
27.554793,76.611536,103.0,165.0,128.0
21.6439,85.599355,66.0,93.0,80.0
21.847279,85.416905,8.0,15.0,10.0
21.847279,85.416905,15.0,36.0,27.0
22.265816,86.174829,11.0,11.0,11.0
22.18972222,84.86277778,11.0,11.0,11.0
22.220833,84.809444,68.0,297.0,127.0
22.220833,84.809444,24.0,106.0,64.0
22.245,84.88111111,90.0,126.0,106.0
21.606865,85.510538,2.0,61.0,14.0
21.606865,85.510538,17.0,120.0,70.0
20.9360711,85.1707021,7.0,364.0,207.0
11.9309,79.8027,29.0,82.0,55.0
31.62,74.876512,6.0,22.0,10.0
20.34652,85.8163,3.0,44.0,15.0
20.34652,85.8163,4.0,129.0,78.0
22.06156703,85.47409613,20.0,64.0,46.0
21.8004996,83.8396977,20.0,21.0,20.0
20.94185,86.1151,2.0,30.0,7.0
20.48891,85.84768,7.0,127.0,50.0
31.62,74.876512,5.0,7.0,6.0
31.321907,75.578914,83.0,155.0,117.0
31.321907,75.578914,19.0,21.0,20.0
30.9028,75.8086,85.0,175.0,120.0
30.9028,75.8086,19.0,76.0,36.0
18.547056,73.826908,1.0,6.0,3.0
18.664282,73.763966,15.0,127.0,68.0
16.5038,74.3623,20.0,60.0,44.0
17.6336264,75.9132495,10.0,47.0,22.0
21.51161,86.89088,9.0,35.0,16.0
22.1166054,85.3945546,20.0,71.0,35.0
21.941841,86.728318,79.0,125.0,97.0
20.24079,85.836784,20.0,101.0,48.0
19.445821,72.7988231,64.0,160.0,94.0
19.445821,72.7988231,90.0,158.0,119.0
25.6635413,94.0989878,4.0,20.0,8.0
20.832874,85.104082,7.0,40.0,15.0
17.65439,75.90649,11.0,26.0,17.0
19.222279,72.957979,84.0,126.0,100.0
26.912329,70.909168,15.0,92.0,60.0
25.344694,72.626208,4.0,11.0,8.0
24.588397,76.172782,53.0,130.0,94.0
24.588397,76.172782,6.0,88.0,54.0
28.108988,75.386577,47.0,308.0,152.0
28.108988,75.386577,5.0,11.0,8.0
28.108988,75.386577,24.0,154.0,154.0
26.268249,73.0193853,26.0,329.0,89.0
26.506177,77.025989,28.0,69.0,45.0
26.506177,77.025989,9.0,106.0,59.0
25.16409,75.858137,30.0,124.0,54.0
25.196024,75.855668,4.0,16.0,8.0
25.196024,75.855668,2.0,86.0,10.0
25.14389,75.821256,121.0,190.0,154.0
25.14389,75.821256,9.0,17.0,12.0
27.213494,73.734444,7.0,13.0,9.0
23.55519,74.44001,64.0,155.0,102.0
25.106006,76.469948,8.0,112.0,52.0
25.747299,71.393989,55.0,197.0,112.0
25.747299,71.393989,11.0,78.0,29.0
27.215415,77.50873,34.0,317.0,158.0
27.215415,77.50873,10.0,20.0,16.0
25.339605,74.618883,83.0,175.0,131.0
27.213494,73.734444,30.0,142.0,77.0
25.771061,73.340227,25.0,64.0,38.0
25.771061,73.340227,1.0,10.0,6.0
25.03636,73.883502,68.0,333.0,168.0
26.031443,76.359327,85.0,319.0,154.0
26.031443,76.359327,5.0,54.0,22.0
26.29581,73.082283,62.0,374.0,221.0
26.215415,73.070156,96.0,500.0,204.0
26.358805,73.047444,4.0,7.0,5.0
26.253384,72.976571,1.0,17.0,8.0
26.506177,77.025989,40.0,182.0,89.0
25.339605,74.618883,2.0,24.0,10.0
28.194909,76.862296,119.0,500.0,368.0
28.194909,76.862296,1.0,29.0,18.0
28.207266,76.829265,3.0,161.0,161.0
28.018792,73.292658,75.0,415.0,267.0
25.435774,75.644272,8.0,126.0,61.0
24.892047,74.623527,3.0,7.0,5.0
24.892047,74.623527,2.0,84.0,35.0
28.296139,74.961696,43.0,137.0,80.0
26.895552,76.334753,40.0,190.0,78.0
26.960669,75.771817,56.0,290.0,112.0
26.960669,75.771817,61.0,219.0,109.0
26.960669,75.771817,1.0,90.0,54.0
26.912329,70.909168,4.0,12.0,6.0
26.699557,77.898881,8.0,70.0,39.0
23.837789,73.714926,5.0,125.0,64.0
29.61075,74.283608,34.0,109.0,56.0
29.61075,74.283608,1.0,81.0,29.0
26.902909,75.836858,79.0,108.0,91.0
10.423417,78.784889,1.0,1.0,1.0
10.7654824,79.1389968,4.0,12.0,5.0
8.816428,78.099039,11.0,22.0,16.0
8.816428,78.099039,9.0,19.0,13.0
11.0973603,77.3228673,60.0,238.0,96.0
11.0973603,77.3228673,4.0,4.0,4.0
17.540891,78.358528,95.0,121.0,107.0
17.540891,78.358528,8.0,48.0,31.0
17.540891,78.358528,42.0,55.0,48.0
17.460103,78.334361,50.0,75.0,58.0
13.1662,80.2584,34.0,242.0,75.0
13.1662,80.2584,55.0,102.0,72.0
12.9533,80.2357,40.0,127.0,63.0
12.9533,80.2357,2.0,12.0,5.0
12.9533,80.2357,3.0,4.0,4.0
12.9533,80.2357,2.0,8.0,5.0
12.9533,80.2357,30.0,60.0,45.0
13.1036,80.2909,6.0,87.0,29.0
13.0052189,80.2398125,3.0,4.0,3.0
13.0052189,80.2398125,5.0,7.0,6.0
27.608912,75.153302,97.0,366.0,195.0
27.608912,75.153302,62.0,131.0,96.0
24.885261,72.857549,50.0,312.0,130.0
29.931624,73.864511,95.0,465.0,319.0
26.159933,75.780517,103.0,268.0,161.0
26.159933,75.780517,18.0,85.0,31.0
26.159933,75.780517,28.0,102.0,46.0
26.159933,75.780517,15.0,114.0,56.0
24.5886166,73.6321397,3.0,7.0,5.0
24.5886166,73.6321397,7.0,11.0,9.0
13.0664,80.2112,74.0,133.0,103.0
13.218341,80.32027,37.0,154.0,82.0
9.865935,78.022669,7.0,7.0,7.0
9.865935,78.022669,9.0,9.0,9.0
11.258242,77.552761,20.0,34.0,29.0
10.423417,78.784889,2.0,5.0,4.0
17.585705,78.126199,12.0,31.0,26.0
17.585705,78.126199,24.0,35.0,27.0
17.393559,78.339194,79.0,94.0,84.0
17.544899,78.486949,48.0,58.0,51.0
17.460103,78.334361,4.0,16.0,10.0
17.5316895,78.218939,8.0,23.0,13.0
17.585705,78.126199,63.0,102.0,73.0
11.0328,77.0349,48.0,86.0,63.0
11.0328,77.0349,2.0,4.0,4.0
10.942451,76.978996,10.0,10.0,10.0
10.96782,78.080882,5.0,6.0,5.0
26.428282,80.327067,22.0,23.0,22.0
26.428282,80.327067,5.0,5.0,5.0
26.428282,80.327067,8.0,9.0,9.0
26.509954,80.249612,31.0,177.0,91.0
26.509954,80.249612,22.0,23.0,22.0
26.509954,80.249612,14.0,16.0,15.0
28.2348927,77.8683002,18.0,386.0,224.0
28.2348927,77.8683002,7.0,11.0,9.0
26.766433,80.927299,4.0,5.0,4.0
26.766433,80.927299,15.0,28.0,19.0
27.169338,78.03582,111.0,348.0,216.0
27.169338,78.03582,17.0,22.0,20.0
27.19862,77.92066,33.0,33.0,33.0
27.19862,77.92066,3.0,3.0,3.0
27.19862,77.92066,16.0,88.0,30.0
28.964949,77.278761,82.0,373.0,266.0
28.964949,77.278761,90.0,224.0,167.0
28.964949,77.278761,1.0,2.0,2.0
28.359581,79.414455,2.0,4.0,2.0
28.646233,77.358075,3.0,42.0,17.0
28.646233,77.358075,6.0,20.0,12.0
28.685382,77.453839,52.0,134.0,79.0
28.685382,77.453839,6.0,8.0,8.0
26.730136,83.433859,1.0,1.0,1.0
26.730136,83.433859,37.0,39.0,38.0
28.47272,77.482,84.0,448.0,338.0
26.86812,81.005119,26.0,34.0,30.0
26.906111,80.948222,85.0,320.0,236.0
26.906111,80.948222,39.0,43.0,41.0
26.906111,80.948222,12.0,17.0,15.0
26.90723,80.98579,6.0,6.0,6.0
26.8458805,80.9365541,16.0,24.0,20.0
26.8458805,80.9365541,5.0,54.0,28.0
28.47272,77.482,36.0,126.0,72.0
28.47272,77.482,9.0,19.0,14.0
28.47272,77.482,2.0,100.0,33.0
28.725645,77.749675,12.0,40.0,20.0
25.4547,78.6039,42.0,123.0,67.0
25.4547,78.6039,1.0,39.0,3.0
17.4559458,78.4332152,26.0,29.0,28.0
17.4559458,78.4332152,9.0,15.0,12.0
17.4559458,78.4332152,42.0,52.0,47.0
17.417094,78.457437,49.0,67.0,63.0
17.417094,78.457437,30.0,40.0,34.0
17.349694,78.451437,78.0,142.0,107.0
17.429398,78.569354,19.0,22.0,21.0
17.37206,78.50864,81.0,98.0,88.0
17.37206,78.50864,10.0,14.0,11.0
17.37206,78.50864,2.0,3.0,2.0
23.8175497,91.2726974,13.0,13.0,13.0
27.23711,78.01936,10.0,10.0,10.0
27.106972,78.000111,10.0,49.0,29.0
27.168897,78.37696,25.0,259.0,91.0
27.168897,78.37696,2.0,2.0,2.0
27.1594,78.3953,40.0,212.0,95.0
23.616515,87.119133,12.0,32.0,24.0
22.7605581,88.3617589,55.0,130.0,100.0
22.7605581,88.3617589,49.0,109.0,88.0
23.567923,87.306843,40.0,133.0,90.0
23.567923,87.306843,32.0,83.0,63.0
26.83399722,80.8917361,110.0,190.0,158.0
26.83399722,80.8917361,19.0,39.0,33.0
26.83399722,80.8917361,22.0,70.0,40.0
28.999264,77.7590354,50.0,143.0,68.0
28.9535882,77.7622941,11.0,20.0,16.0
28.9535882,77.7622941,16.0,116.0,50.0
29.06351,77.709723,1.0,2.0,2.0
28.83526,78.7446,5.0,5.0,5.0
28.83526,78.7446,78.0,86.0,81.0
